"DepartmentGroupNumber","GroupSize","PercentMale","BAME","NumberTeamLeads","NumberFeMaleTeamLeads","Location","LondonorNot","Function","EMPsurvEngage_1","EMPsurvEngage_2","EMPsurvEngage_3","EMPsurvEngage_4","EMPsurvEngage_5","EMPsurvEngage_6","EMPsurvEngage_7","EMPsurvEngage_8","EMPsurvEngage_9","EMPsurvEngagement","EMPorgIntegrity1","EMPorgIntegrity2","EMPorgIntegrity3","EMPorgIntegrity4","EMPorgIntegrity5","EmpSurvOrgIntegrity","EMPsurvSUP1","EMPsurvSUP2","EMPsurvSUP3","EMPsurvSUP4","EmpSurvSupervisor"
425,46,48,0.3,7,0,1,1,2,98,100,98,72,98,70,96,87,91,90,65,96,96,96,425,155.6,78,91,93,93,88.75
442,13,65,0.3,2,0,2,1,2,92,69,69,62,92,54,92,54,69,73,69,100,100,92,442,160.6,77,92,85,85,84.75
455,41,55,0.3,6,1,2,1,1,98,100,98,78,98,85,100,76,90,91,80,95,95,93,455,163.6,83,85,80,76,81
463,48,33,0.3,7,0,1,1,2,94,98,94,96,100,83,100,83,88,93,81,94,96,90,463,164.8,94,98,96,94,95.5
485,26,65,0.3,4,0,1,1,2,96,92,92,81,96,69,92,81,77,86,58,92,96,88,485,163.8,88,88,85,85,86.5
504,64,25,0.3,9,1,1,1,2,97,98,97,97,100,94,100,78,88,94,72,92,95,86,504,169.8,91,94,94,92,92.75
518,15,36,0.3,2,0,1,1,2,100,100,100,100,100,100,100,93,100,99,73,100,100,93,518,176.8,87,93,87,100,91.75
520,11,55,0.3,2,0,2,1,1,100,91,91,91,100,91,91,82,91,92,91,100,91,100,520,180.4,91,100,91,100,95.5
533,17,45,0.3,2,0,1,1,1,94,100,100,100,100,94,100,76,100,96,100,100,100,100,533,186.6,100,94,100,100,98.5
548,17,45,0.3,2,0,3,2,1,100,100,100,100,100,100,100,94,100,99,100,100,100,100,548,189.6,100,100,100,100,100
550,28,32,0.3,4,0,1,1,2,100,100,100,93,100,89,96,96,100,97,89,96,100,79,550,182.8,86,96,93,96,92.75
559,33,66,0.3,5,2,1,1,2,94,91,94,85,97,79,91,81,91,89,82,91,88,94,559,182.8,85,85,88,91,87.25
595,64,64,0.3,9,2,1,1,2,97,90,94,83,84,70,84,64,88,84,73,81,66,83,595,179.6,84,84,75,89,83
612,55,65,0.3,8,0,1,1,1,78,94,94,81,96,82,85,69,89,86,65,56,51,65,612,169.8,75,76,75,82,77
615,18,33,0.3,3,0,2,1,2,100,94,94,94,100,94,94,89,94,95,83,100,94,94,615,197.2,89,94,89,94,91.5
625,24,87,0.3,3,0,2,1,1,96,96,96,92,96,88,96,83,96,93,88,92,96,92,625,198.6,100,100,96,100,99
648,26,35,0.3,4,0,2,1,2,92,100,100,69,100,77,96,58,100,88,73,92,92,85,648,198,73,77,73,65,72
659,24,65,0.3,3,1,1,1,1,96,92,83,79,96,87,87,67,79,85,67,74,71,71,659,188.4,79,79,79,75,78
682,14,65,0.3,2,1,1,1,1,79,93,71,64,71,57,64,43,64,67,71,79,93,86,682,202.2,86,100,100,100,96.5
684,28,25,0.3,4,0,1,1,2,86,82,86,71,89,61,93,68,79,79,75,86,93,93,684,206.2,89,89,86,82,86.5
706,38,100,0.3,5,NA,3,2,1,63,82,79,76,84,66,76,42,68,71,58,82,84,76,706,201.2,66,82,74,63,71.25
712,70,64,0.3,10,0,2,1,2,83,91,90,73,91,59,89,63,91,81,80,90,86,90,712,211.6,84,91,74,81,82.5
713,23,75,0.3,3,0,1,1,1,87,100,91,70,87,74,87,57,91,83,87,96,87,100,713,216.6,100,100,83,91,93.5
727,12,55,0.3,2,0,1,1,2,83,75,75,75,92,42,92,75,58,74,75,92,100,83,727,215.4,75,92,83,92,85.5
741,11,76,0.3,2,0,1,1,1,100,91,82,73,82,91,91,73,73,84,91,91,100,100,741,224.6,82,73,82,82,79.75
748,15,75,0.3,2,0,3,2,2,80,93,87,60,87,67,87,47,67,75,33,87,100,73,748,208.2,87,93,100,80,90
766,37,100,0.3,5,NA,2,1,1,86,81,76,68,92,57,95,70,62,76,62,84,78,76,766,213.2,81,97,76,78,83
773,24,61,0.3,3,0,2,1,2,96,96,88,71,100,71,100,79,79,87,67,92,88,92,773,222.4,79,96,79,88,85.5
794,20,65,0.3,3,2,2,1,1,80,85,80,75,85,70,80,70,65,77,70,85,85,95,794,225.8,85,75,55,60,68.75
804,27,64,0.3,4,0,2,1,1,100,93,89,85,96,67,96,63,81,86,78,85,89,81,804,227.4,96,96,93,92,94.25
818,10,42,0.3,1,0,2,1,2,90,80,80,80,90,60,80,70,70,78,70,90,70,100,818,229.6,100,90,90,100,95
830,48,65,0.3,7,1,2,1,1,88,83,85,83,83,73,92,60,73,80,67,88,92,85,830,232.4,83,90,83,83,84.75
837,37,25,0.3,5,0,1,1,2,92,95,97,81,89,89,92,86,97,91,92,100,95,97,837,244.2,97,92,97,89,93.75
862,15,52,0.3,2,0,1,1,1,93,87,87,67,100,73,93,60,87,83,80,93,100,100,862,247,93,87,80,73,83.25
865,30,45,0.3,4,0,1,1,2,93,93,87,80,97,73,93,67,83,85,83,97,93,87,865,245,83,97,90,93,90.75
872,45,65,0.3,6,0,1,1,2,71,82,78,73,87,60,91,64,67,75,71,84,84,89,872,240,84,89,73,71,79.25
884,14,35,0.3,2,0,1,1,2,93,86,93,93,93,64,93,64,79,84,79,93,100,100,884,251.2,79,86,79,79,80.75
890,14,57,0.3,2,0,1,1,1,57,100,86,93,93,71,71,71,64,79,64,86,79,79,890,239.6,64,93,57,64,69.5
913,39,67,0.3,6,0,1,1,2,90,87,90,82,92,67,92,67,85,83,74,90,85,90,913,250.4,87,95,82,84,87
917,13,75,0.3,2,0,1,1,1,77,92,77,92,85,77,100,54,85,82,85,92,92,100,917,257.2,69,85,69,69,73
660,25,64,0.32,4,0,2,1,2,92,92,84,88,92,84,88,64,84,85,88,88,88,80,660,200.8,88,84,92,92,89
765,14,25,0.32,2,0,2,1,2,100,86,86,100,100,71,100,79,86,90,79,93,93,93,765,224.6,93,93,93,86,91.25
826,48,25,0.32,7,0,1,1,2,96,98,94,88,92,77,92,54,88,86,79,90,75,88,826,231.6,85,88,83,90,86.5
935,14,3,0.32,2,2,1,1,2,93,93,79,43,100,29,93,64,71,74,71,93,86,93,935,255.6,79,79,79,79,79
147,33,58,0.35,5,1,1,1,2,82,70,58,64,64,61,79,70,55,67,58,79,88,82,147,90.8,73,61,79,76,72.25
248,40,55,0.35,6,0,1,1,2,100,98,90,90,98,93,90,78,90,92,87,90,85,88,248,119.6,90,93,88,90,90.25
296,34,26,0.35,5,0,2,1,2,94,97,100,94,94,82,97,82,91,92,68,85,94,79,296,124.4,100,82,91,91,91
353,22,65,0.35,3,1,1,1,2,91,95,91,82,91,64,91,50,86,82,82,91,95,91,353,142.4,68,77,50,59,63.5
411,48,25,0.35,7,2,3,2,2,94,96,94,73,98,67,96,71,85,86,58,90,90,81,411,146,77,92,83,85,84.25
439,48,25,0.35,7,0,1,1,2,96,96,98,77,98,75,100,92,94,92,73,92,92,90,439,157.2,85,94,83,94,89
479,10,26,0.35,1,0,1,1,2,100,100,100,100,100,80,100,90,100,97,80,90,90,100,479,167.8,90,100,90,90,92.5
501,31,35,0.35,4,0,1,1,2,97,90,90,94,100,94,94,61,81,89,87,94,97,90,501,173.8,87,97,94,94,93
546,24,42,0.35,3,0,1,1,2,100,100,100,96,100,92,100,92,100,98,87,100,100,92,546,185,100,92,100,100,98
591,15,25,0.35,2,2,2,1,2,93,80,87,93,93,93,100,80,93,90,80,93,93,80,591,187.4,87,79,80,80,81.5
645,12,65,0.35,2,0,2,1,2,92,83,83,75,100,50,92,75,67,80,83,83,92,100,645,200.6,75,75,83,75,77
703,58,65,0.35,8,0,2,1,2,81,81,78,72,90,62,79,59,71,75,67,81,86,86,703,204.6,76,86,79,74,78.75
744,25,54,0.35,4,0,1,1,2,84,96,96,92,100,80,88,68,92,88,88,96,92,100,744,224,92,100,92,92,94
808,52,15,0.35,7,2,1,1,2,81,73,62,81,83,65,81,54,52,70,50,62,73,85,808,215.6,79,85,83,83,82.5
860,14,15,0.35,2,1,1,1,2,71,71,57,50,93,57,86,57,64,67,43,64,86,57,860,222,93,86,57,71,76.75
906,59,65,0.35,8,2,3,2,2,66,78,73,75,88,51,88,56,59,70,64,95,90,91,906,249.2,93,90,81,81,86.25
34,16,68,0.4,2,1,1,1,2,81,63,81,38,81,56,63,63,81,67,69,81,81,75,34,68,69,75,69,75,72
115,45,35,0.4,6,0,2,1,2,93,96,93,93,87,89,100,73,84,90,58,96,98,84,115,90.2,87,89,93,93,90.5
225,17,48,0.4,2,2,2,1,1,94,94,100,94,100,88,94,76,94,93,82,94,100,47,225,109.6,76,76,65,71,72
229,15,57,0.4,2,1,1,1,2,93,93,87,73,87,53,87,73,80,81,80,80,93,87,229,113.8,87,93,67,73,80
271,49,24,0.4,7,0,1,1,2,94,96,94,92,98,94,96,78,84,92,83,94,92,92,271,126.4,88,81,86,84,84.75
328,44,56,0.4,6,0,1,1,2,70,80,55,75,89,66,98,77,57,74,75,82,82,80,328,129.4,89,84,68,80,80.25
385,21,56,0.4,3,0,1,1,2,95,100,100,90,100,81,90,71,81,90,76,86,86,100,385,146.6,95,86,90,90,90.25
423,36,52,0.4,5,0,2,1,2,97,100,100,64,97,69,94,78,75,86,61,83,97,89,423,150.6,89,89,86,89,88.25
460,25,54,0.4,4,0,1,1,2,92,96,96,72,96,76,100,76,92,88,68,92,92,80,460,158.4,92,96,88,92,92
482,28,45,0.4,4,0,3,2,2,93,93,93,89,96,71,96,82,86,89,79,82,96,82,482,164.2,100,96,86,96,94.5
508,26,15,0.4,4,2,1,1,2,100,100,96,92,100,96,96,85,88,95,81,100,100,96,508,177,100,100,88,92,95
556,56,24,0.4,8,0,1,1,2,93,98,98,89,98,96,96,88,95,95,93,100,100,96,556,189,96,91,93,96,94
602,16,65,0.4,2,0,1,1,2,94,100,88,81,94,75,100,69,75,86,63,56,56,88,602,173,69,94,81,75,79.75
613,14,24,0.4,2,0,1,1,2,100,100,100,93,100,93,100,79,100,96,86,100,100,100,613,199.8,93,100,100,100,98.25
678,56,61,0.4,8,1,2,1,2,88,77,77,66,89,54,84,46,73,73,73,80,89,77,678,199.4,82,89,82,84,84.25
724,48,65,0.4,7,2,2,1,2,94,96,88,75,96,73,94,71,85,86,88,96,96,90,724,218.8,92,85,88,94,89.75
767,11,65,0.4,2,1,2,1,2,91,82,73,73,100,73,100,36,64,77,55,82,91,82,767,215.4,82,82,82,82,82
829,10,25,0.4,1,0,1,1,2,90,100,100,100,90,90,100,70,90,92,100,100,60,100,829,237.8,100,100,100,100,100
867,36,18,0.4,5,2,1,1,2,86,81,75,64,89,47,89,42,56,70,53,89,94,75,867,235.6,75,86,83,81,81.25
881,52,65,0.4,7,1,1,1,2,94,92,88,67,88,56,92,63,94,82,73,79,71,77,881,236.2,79,90,73,71,78.25
92,43,58,0.45,6,0,3,2,2,60,72,77,44,84,49,81,47,58,64,44,81,88,81,92,77.2,79,91,86,81,84.25
145,44,67,0.45,6,3,2,1,1,84,86,80,68,91,60,81,64,55,74,64,70,86,68,145,86.6,80,66,66,68,70
657,55,45,0.45,8,0,1,1,2,96,95,87,78,98,91,93,64,87,88,60,76,76,75,657,188.8,80,73,85,85,80.75
764,53,65,0.45,8,0,1,1,2,91,91,89,77,94,72,94,66,74,83,72,94,89,81,764,220,91,81,83,83,84.5
823,32,65,0.45,5,0,1,1,2,72,81,84,72,84,56,94,66,75,76,66,81,78,84,823,226.4,81,94,84,84,85.75
933,43,2,0.45,6,2,3,2,2,77,84,77,74,79,56,86,65,72,74,65,70,70,74,933,242.4,72,67,77,72,72
