"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","WoodDeckSF","OpenPorchSF","SalePrice"
70,90,9900,6,4,0,0,1008,1008,1032,0,0,2,0,5,8,0,1930,1,0,48,117500
60,80,9828,8,5,0,584,544,1128,878,0,0,2,1,3,8,1,1995,2,0,155,239500
60,57,8773,6,5,0,0,916,916,684,0,0,2,1,3,7,1,1997,2,100,38,169000
30,60,6180,6,5,0,0,960,960,0,0,0,1,0,2,5,1,1926,1,0,128,102000
50,80,9600,6,5,0,280,752,1032,220,0,0,1,0,3,6,0,1950,1,0,0,119000
50,54,6342,5,8,0,0,780,780,240,0,0,1,0,2,6,0,1952.75,0,0,0,94000
20,77.1428571428571,9819,6,5,0,1567,0,1567,0,1,0,2,0,2,5,2,1977,2,264,32,196000
30,98,8731,5,5,0,645,270,915,0,0,0,1,0,3,6,1,1972,2,0,0,144000
20,60,7350,5,7,0,852,100,952,0,1,0,1,0,2,4,0,1988,2,0,0,139000
60,80.8571428571429,10304,5,7,44,381,399,780,780,1,0,2,1,4,9,1,1976,2,448,96,197500
60,77,9965,8,5,340,1150,316,1466,1362,1,0,3,0,4,11,1,2006,3,125,144,424870
20,58.6,9000,5,3,0,288,718,1006,0,0,0,1,0,3,5,0,1951.33333333333,0,0,24,80000
190,60,12180,4,4,0,348,324,672,252,1,0,1,0,2,5,0,1941,1,0,0,80000
50,52,6240,5,6,0,0,1042,1042,534,0,0,1,0,3,8,1,1928,1,0,0,149000
20,86.6,11200,6,5,85,1258,40,1298,0,1,0,2,0,3,5,1,1985,2,165,26,180000
70,75,12000,7,7,0,275,429,704,704,0,0,1,1,3,7,1,1941,1,0,0,174500
50,55.4444444444444,5700,7,7,0,0,572,572,539,0,0,1,0,2,5,1,1982,1,0,0,116900
70,50,9000,7,9,0,624,26,650,650,0,1,1,0,3,7,0,1930,2,0,0,143000
20,57,8280,6,5,0,0,932,932,0,0,0,1,0,2,4,1,1950,1,0,0,124000
20,134,17755,5,4,132,176,1290,1466,0,0,0,1,1,3,6,2,1959,2,0,140,149900
20,90,14115,6,7,0,296,230,1073,0,0,0,1,0,2,6,1,1956,2,0,0,230000
30,54.9,5890,6,8,0,538,278,816,0,0,0,1,0,2,5,0,2002,1,0,0,120500
60,85,13700,7,6,288,454,410,864,918,0,0,1,2,4,8,2,1965,2,60,84,201800
20,90,10768,5,8,0,1157,280,1437,0,1,0,2,0,3,6,1,1976,2,0,21,218000
80,85,9350,5,8,0,633,586,1219,0,0,1,2,0,3,6,1,1965,2,0,92,179900
120,34,5001,7,5,166,904,410,1314,0,1,0,2,0,2,6,1,2008,2,172,62,230000
20,92,11932,8,5,186,0,1580,1580,0,0,0,2,0,3,7,0,2008,3,0,24,235128
60,76,9120,6,6,270,442,459,901,933,0,0,2,1,4,8,1,1974,2,0,69,185000
160,24,2280,6,5,0,311,544,855,601,0,0,2,1,3,7,1,1978,2,26,0,146000
20,81.7142857142857,14778,6,7,72,728,568,1296,0,1,0,1,0,3,7,1,1993,2,108,0,224000
20,109,8724,5,5,0,492,402,894,0,0,0,1,0,3,5,1,1968,2,0,0,129000
90,60,12900,4,4,0,1198,0,1198,0,2,0,0,2,0,6,0,1969,2,120,0,108959
80,89,16157,5,7,0,680,289,1360,0,1,0,1,1,2,5,1,1978,2,168,180,194000
20,79,9541,7,5,268,0,1502,1502,0,0,0,2,0,3,7,0,2009,2,0,114,233170
20,64,10475,8,5,72,0,1694,1694,0,0,0,2,0,3,7,0,2008,3,160,33,245350
60,58,10852,6,5,0,786,173,959,712,1,0,2,1,3,7,1,2000,2,0,38,173000
70,120,13728,6,7,0,626,501,1127,872,0,0,2,0,4,7,2,1935,2,0,0,235000
60,118,35760,10,5,1378,1387,543,1930,1796,1,0,3,1,4,10,1,1995,3,361,76,625000
80,76,9880,6,6,0,522,574,1096,0,1,0,1,0,3,6,1,1977,1,203,0,171000
20,76,9120,6,6,0,662,599,1261,0,1,0,1,0,3,6,1,1958,2,0,0,163000
160,35,4017,7,5,0,0,625,625,625,0,0,2,1,2,5,0,2006,2,0,54,171900
50,138,18030,5,6,0,152,977,1598,971,0,0,3,0,3,12,1,1979.7,0,122,0,200500
70,80,16560,6,8,0,503,449,952,1175,0,0,2,1,4,9,1,1932,2,0,0,239000
50,85,10678,8,5,337,700,983,1683,743,0,0,2,1,4,9,1,1992,2,0,33,285000
20,37,6951,5,5,0,658,218,876,0,1,0,1,0,3,5,0,1984,1,362,0,119500
50,54.8571428571429,3950,6,8,0,468,350,818,406,0,0,1,0,3,5,0,1926,1,0,0,115000
50,54,7681,5,6,0,0,731,731,523,0,0,1,1,3,7,1,1921,1,192,0,154900
20,77,8335,5,5,0,0,0,0,0,0,0,1,0,3,5,1,1950.75,0,0,36,93000
60,83,11170,7,5,0,1216,0,1216,1216,0,0,2,1,4,8,0,1990,2,0,0,250000
120,64,5587,8,5,186,1480,120,1600,0,1,1,2,0,2,5,1,2008,2,162,53,392500
60,160,15623,10,5,0,2096,300,2396,2065,1,0,3,1,4,10,2,1996,3,171,78,745000
30,60,10800,5,6,0,821,299,1120,0,1,0,1,0,2,5,1,1970,2,229,0,120000
20,50,35133,5,4,226,1159,413,1572,0,1,0,1,1,3,5,2,1963,3,0,263,186700
50,60,9738,5,7,0,392,392,784,272,1,0,1,0,4,7,0,1965,1,0,0,104900
190,107,10615,3,5,0,440,538,978,685,1,0,2,0,3,7,0,1920,2,0,74,95000
20,89,12461,8,5,0,1456,168,1624,0,1,0,2,0,2,5,1,1994,3,0,114,262000
60,68,8935,7,5,95,0,831,831,829,0,0,2,1,3,7,0,2002,2,144,68,195000
60,60,7500,7,5,0,0,994,994,776,0,0,2,1,3,7,1,1999,2,140,60,189000
190,99.1666666666667,32463,4,4,149,1159,90,1249,0,1,0,1,0,3,7,1,1975,4,439,0,168000
160,24,2645,8,5,456,0,776,776,677,0,0,2,1,2,5,0,1999,2,206,0,174000
50,60,9600,5,8,0,0,702,702,630,0,0,1,0,3,6,0,1925,1,0,0,125000
120,43.375,4500,6,5,425,883,341,1224,0,1,0,2,0,2,5,0,1999,2,0,304,165000
60,80,9364,6,7,143,371,292,663,689,0,0,1,1,4,7,0,1969,1,379,36,158000
60,51,8029,6,5,0,0,728,728,728,0,0,2,1,3,8,0,2005,2,100,24,176000
60,58,14054,7,5,0,0,879,879,984,0,0,2,1,4,9,1,2006,3,100,17,219210
75,65,8850,7,6,0,0,815,815,875,0,0,1,0,3,7,1,1916,1,0,0,144000
20,70,9100,7,5,0,0,1212,1212,0,0,0,2,0,3,6,0,2001,2,356,0,178000
20,75,11235,4,5,51,547,504,1051,0,0,0,1,1,3,6,1,1974,2,0,82,148000
20,71,9353,4,5,0,0,864,864,0,0,0,1,0,3,5,0,1972,1,0,0,116050
60,80,10400,7,5,0,0,866,866,913,0,0,2,1,3,6,0,1998,2,198,36,197900
50,50,6000,5,8,0,0,884,884,464,1,0,1,0,3,5,1,1960,1,0,0,117000
20,75,9750,7,5,171,0,1630,1630,0,0,0,2,0,3,6,1,2000,2,74,234,213000
20,78,10140,5,6,0,788,268,1056,0,1,0,1,1,3,6,0,1975,2,0,88,153500
20,90,14684,7,7,234,485,1496,2158,0,0,0,2,0,3,7,1,1990,3,84,70,271900
20,64.75,8900,4,4,0,1056,0,1056,0,1,0,1,0,2,5,0,1966,1,0,42,107000
20,70,9135,6,5,120,340,1342,1682,0,1,0,2,0,3,7,0,2003,2,192,23,200000
20,70,7763,5,7,0,504,319,931,0,1,0,1,0,3,6,0,1980,2,0,0,140000
20,85,10182,8,5,420,1220,440,1660,0,1,0,2,0,3,8,1,2006,2,322,50,290000
60,70,11218,6,5,0,0,1055,1055,790,0,0,2,1,3,8,1,1992,2,635,104,189000
50,152,12134,8,7,0,427,132,559,672,0,0,2,0,4,8,0,1988,2,325,12,164000
30,50,9340,4,6,0,344,328,672,0,1,0,1,0,2,4,0,1941,1,0,113,113000
80,77.4285714285714,10246,4,9,0,648,0,648,0,1,1,0,0,0,3,0,1965,1,88,0,145000
85,69,10205,5,5,0,784,141,925,0,1,0,1,0,3,6,0,1962,1,150,72,134500
20,99,7094,5,5,0,180,340,894,0,0,0,1,0,3,5,0,1966,1,0,0,125000
90,68,8930,6,5,0,0,0,0,584,0,0,2,0,4,8,0,1978,2,0,0,112000
20,72,8640,8,5,72,936,364,1300,0,1,0,2,0,3,6,0,2009,2,135,112,229456
50,52,6240,4,5,0,0,0,0,240,0,0,1,0,2,3,0,1941.6,0,0,0,80500
160,21,1680,6,5,236,0,672,672,546,0,0,1,1,3,7,0,1968.11111111111,0,201,0,91500
20,66,7800,5,5,0,312,0,912,0,0,0,1,0,2,5,0,1964,1,0,0,115000
20,55,8250,5,5,0,250,210,952,0,0,0,1,0,3,5,1,1968,1,0,63,134000
50,78,10496,6,6,320,196,844,1040,678,0,0,2,0,3,7,1,1949,1,0,0,143000
20,89,10680,5,3,44,756,1380,2136,0,0,0,2,0,4,7,0,1951,2,0,30,137900
60,60,15384,7,5,0,724,64,788,702,1,0,2,1,3,8,1,2004,2,100,75,184000
80,65,10482,6,8,63,507,81,588,0,0,1,1,0,3,6,0,1958,1,224,0,145000
60,86,14598,6,5,74,0,894,894,1039,0,0,2,1,4,9,1,2007,3,100,18,214000
20,72,8872,5,8,300,595,317,912,0,1,0,1,0,2,5,0,1992,2,0,240,147000
120,65,8769,9,5,766,1540,162,1702,0,1,0,1,1,1,7,1,2008,3,0,72,367294
80,70,7910,5,5,0,666,409,1075,0,0,0,2,0,4,7,0,1960,1,0,0,127000
90,73.1666666666667,18890,5,5,1,498,652,1361,1259,0,0,2,2,4,12,1,1977,2,155,24,190000
90,70,7728,5,6,120,803,303,1106,0,1,0,1,0,3,6,0,1962,2,0,18,132500
90,70,9842,4,5,0,0,0,0,0,0,0,2,0,2,6,0,1962,2,0,0,101800
20,78.8333333333333,12160,5,5,180,1000,188,1188,0,1,0,1,0,3,6,0,1959,2,0,0,142000
70,55,8525,5,6,0,0,940,940,940,0,0,1,1,4,7,0,1971.55555555556,0,0,192,130000
70,96,13132,5,5,0,0,747,747,892,0,0,1,1,4,9,0,1914,1,203,40,138887
160,36,2628,7,5,106,0,764,764,862,0,0,2,1,2,6,0,2003,2,0,27,175500
60,41,12393,7,5,0,0,847,847,1101,0,0,2,1,4,8,1,2004,2,100,48,195000
20,63,13072,6,5,0,0,1141,1141,0,0,0,1,1,3,6,0,2005,2,0,0,142500
20,64,9037,8,5,32,428,1048,1476,0,0,0,2,0,2,6,1,2006,2,120,33,265900
60,65,8158,7,5,252,550,334,884,884,1,0,2,1,3,8,0,2003,2,0,63,224900
20,83,9849,7,6,0,0,1689,1689,0,0,0,2,0,3,7,0,2007,3,0,56,248328
85,85,10625,7,6,81,885,0,1053,0,1,0,2,0,3,6,2,1974,2,0,120,170000
20,107,13891,10,5,520.6,1386,690,2076,0,1,0,2,1,2,7,1,2006,3,216,229,465000
70,79.2222222222222,11435,8,7,0,0,792,792,725,0,0,1,0,3,7,2,1931,2,0,0,230000
80,78,12090,6,7,74,0,585,585,728,0,0,3,1,3,7,1,1984,2,268,112,178000
60,65,8125,7,5,0,0,756,756,797,0,0,2,1,3,6,0,2005,2,0,45,186500
80,77.5555555555556,12328,6,5,335,539,473,1012,0,1,0,1,0,3,6,0,1976,3,0,0,169900
75,60,9600,6,5,0,319,416,735,924,0,0,1,1,3,8,1,1950,2,0,0,129500
20,60,7200,5,7,0,534,246,876,0,0,0,1,0,3,6,0,1950,1,0,80,119000
20,93,11160,7,5,0,1065,1045,2110,0,1,0,2,1,3,8,2,1968,2,0,0,244000
120,36.125,3136,7,5,163,0,1405,1405,0,0,0,2,0,2,6,1,2003,2,148,36,171750
20,62,9858,5,6,0,510,354,864,0,1,0,1,0,3,5,0,1968,1,33,0,130000
60,82,17542,7,7,0,125,36,1192,651,1,0,2,1,3,9,2,1974,2,220,47,294000
60,60,6931,7,5,92,0,746,746,896,0,0,2,1,3,7,1,2003,2,178,128,165400
50,52,6240,6,6,0,425,459,884,408,0,0,1,0,3,6,1,1978,1,0,0,127500
20,91,14303,8,5,554,1314,672,1986,0,1,0,2,0,2,7,1,1994,2,262,36,301500
30,56,4060,5,8,0,0,864,864,0,0,0,1,0,2,4,0,1951.57142857143,0,0,96,99900
80,59,9587,7,5,182,655,201,856,0,1,0,2,0,2,5,0,2005,2,212,0,190000
20,65,9750,6,8,0,602,14,1054,0,1,0,1,1,3,6,0,1969,2,180,0,151000
60,67.4285714285714,24682,6,5,0,0,841,841,783,0,0,2,1,3,7,1,1999,2,0,103,181000
20,80,9600,5,6,0,504,546,1050,0,0,0,1,0,2,5,0,1956,1,0,0,128900
50,63.6,11250,4,5,0,0,1104,1104,684,1,0,1,0,5,8,2,1957,1,120,0,161500
70,60,13515,6,6,0,0,764,764,764,0,0,1,0,3,8,1,1940,2,0,0,180500
120,34,4060,6,5,0,266,1139,1405,0,1,0,2,0,2,5,0,1998,2,144,68,181000
160,35,3735,7,5,218,450,241,691,739,1,0,2,1,3,6,0,1999,2,0,34,183900
190,60,10120,7,4,0,0,925,925,925,0,0,1,1,4,9,1,1960,1,0,0,122000
20,89,13214,9,5,0,0,2002,2002,0,0,0,2,0,3,10,1,2009,3,144,76,378500
50,87.5,14100,8,9,632,192,536,728,1479,0,0,3,1,4,11,2,1982,3,314,12,381000
50,78,11344,5,5,180,460,414,874,650,0,0,1,1,3,7,0,1958,1,0,0,144000
40,107.888888888889,23595,7,6,0,1258,74,1332,192,2,0,0,1,0,4,1,1979,2,268,0,260000
20,71.4,9156,6,7,0,0,1489,1489,0,0,0,2,0,3,7,1,1968,2,0,0,185750
20,90.3333333333333,13526,5,6,114,560,0,935,0,1,0,1,0,3,5,0,1965,1,180,0,137000
80,124,11512,6,7,84,719,300,1019,0,1,0,1,0,2,5,1,1959,1,0,0,177000
50,53,5362,5,6,0,0,661,661,589,0,0,2,0,3,8,1,1985,2,242,0,139000
90,95,11345,5,5,567,220,708,928,992,0,0,2,0,4,10,0,1948,2,0,0,137000
60,85.3333333333333,12936,6,6,0,593,130,723,660,0,1,1,1,3,6,1,1972,2,294,116,162000
80,90.1428571428571,17871,6,5,359,528,1152,1680,0,1,0,1,1,3,7,1,1967,2,0,0,197900
60,75,9473,8,5,283.1,804,324,1128,903,1,0,2,1,3,7,1,2002,2,0,211,237000
50,60,7500,4,4,0,0,698,698,430,0,0,1,0,2,6,0,1980,2,30,0,68400
20,67,9808,7,5,110,788,785,1573,0,1,0,2,0,3,6,0,2002,2,0,72,227000
20,50,8049,7,5,54,1053,256,1309,0,1,0,2,0,2,6,1,1990,2,0,58,180000
20,61,8800,5,7,0,532,364,1040,0,0,0,2,0,3,5,0,1977,2,0,0,150500
90,94,9400,6,5,0,0,912,912,912,0,0,2,2,4,8,0,1963.1,0,128,0,139000
50,50,9638,6,7,0,0,804,804,748,0,0,2,0,4,10,1,1969,1,272,0,169000
50,50,6000,6,6,0,0,780,780,587,0,0,1,0,4,6,1,1939,1,45,0,132500
20,76.2,9790,6,5,451,569,678,1328,0,1,0,1,1,3,6,2,1963,2,0,26,143000
20,76.5,36500,5,5,621,812,812,1624,0,0,1,2,0,4,7,0,1964,2,168,198,190000
120,40,5664,8,5,0,1158,343,1501,0,1,0,2,0,2,5,1,2000,2,212,59,278000
60,86,11065,8,5,788,0,1085,1085,850,0,0,2,1,3,8,1,2006,3,177,74,281000
80,85,14112,5,7,86,1014,138,1152,0,1,0,1,0,3,6,1,1964,2,227,0,180500
160,21,1680,5,7,268,231,399,630,672,0,0,2,1,3,6,0,1972,1,185,0,119500
70,60,6600,5,4,0,0,994,994,994,0,0,2,0,4,11,0,1985,1,0,287,107500
60,78,10140,7,5,0,194,638,832,832,0,0,2,1,4,8,1,1976,2,0,28,162900
20,60,8172,5,7,0,167,697,864,0,1,0,1,0,2,5,0,1957,2,0,0,115000
20,70,8400,5,5,168,1016,36,1052,0,1,0,1,1,3,5,0,1968,1,356,0,138500
20,80,8700,5,6,148,776,344,1120,0,1,0,2,0,3,6,0,1963,2,192,20,155000
180,35,3675,6,5,82,547,0,547,0,1,0,2,0,2,5,0,2005,2,0,44,140000
60,313,63887,10,5,796,5644,466,6110,950,2,0,2,1,3,12,3,2008,2,214,292,160000
20,75,7500,5,7,0,340,0,1246,0,1,0,1,1,3,6,0,1959,1,218,0,154000
60,69.8888888888889,10762,7,5,344,694,284,978,978,0,0,2,1,3,9,1,1999,2,0,0,225000
70,62.8888888888889,7500,6,7,0,547,224,771,741,0,0,1,0,3,7,2,1942,1,0,0,177500
60,92,10120,8,5,391,740,425,1165,1323,1,0,2,1,4,8,1,1994,3,309,78,290000
20,73,8688,7,5,228,0,1616,1616,0,0,0,2,0,3,7,0,2005,3,208,59,232000
160,32,3363,7,5,117,0,976,976,732,0,0,2,0,3,7,0,2004,2,0,40,130000
20,108,13173,9,5,300,1572,80,1652,0,1,0,2,0,2,6,2,2006,2,404,102,325000
120,48,6955,7,5,94,0,1368,1368,0,0,0,2,0,2,6,1,2005,2,132,35,202500
20,60,8072,5,5,0,746,244,990,0,1,0,1,0,3,5,0,2000,2,0,64,138000
20,100,12000,5,7,0,144,172,924,0,1,0,1,0,2,6,0,1948,2,0,36,147000
20,56,7153,6,5,88,1200,78,1278,0,1,0,2,0,3,6,0,1991,2,112,51,179200
20,100,17500,7,8,0,1406,496,1902,0,1,0,2,0,3,7,2,1959,2,0,207,335000
20,68,8814,7,5,80,925,349,1274,0,1,0,2,0,3,6,0,2005,2,264,98,203000
60,81.1111111111111,9572,8,5,336,482,971,1453,1357,0,0,2,1,4,9,1,1990,2,500,0,302000
60,108,14774,9,5,165,0,1393,1393,1177,0,0,2,1,4,10,1,1999,3,668,30,333168
20,60,8190,4,6,0,732,216,948,0,1,0,1,0,3,5,1,1956,1,0,36,119000
60,85,11075,6,5,0,500,176,952,1020,0,0,2,1,4,9,2,1969,2,280,0,206900
20,61,10226,8,5,270,0,1622,1622,0,1,0,2,0,3,8,1,2008,3,172,42,295493
120,47,4230,7,5,0,0,1352,1352,0,0,0,2,0,2,5,1,2006,2,0,241,208900
20,83,14781,8,5,178,0,1753,1753,0,0,0,2,0,3,7,1,2001,3,198,150,275000
20,75,10215,4,5,132,492,372,864,0,0,0,1,0,3,5,0,1954,1,0,0,111000
20,70,8400,6,3,0,189,628,1478,0,1,0,1,1,3,6,2,1957,2,114,0,156500
20,47.2,6627,3,6,0,0,0,0,0,0,0,1,0,2,4,0,1955,1,0,0,72500
60,107,10186,7,5,0,674,76,750,862,1,0,2,1,3,8,1,1992,2,240,39,190000
30,50,5330,4,7,0,280,140,420,0,0,0,1,0,2,5,0,1955.4,0,164,0,82500
20,75,9986,8,5,428,0,1795,1795,0,0,0,2,0,2,7,1,2007,3,0,49,147000
30,40,3636,4,4,0,0,796,796,0,0,0,1,0,2,5,0,1948.6,0,0,0,55000
30,70,4270,3,6,0,544,0,544,0,0,0,1,0,3,6,0,1945.6,0,0,0,79000
20,60,6600,5,9,0,641,175,816,0,0,1,1,0,3,5,1,1982,1,0,0,130500
50,60,10440,6,7,0,493,1017,1510,1208,0,0,2,0,5,8,2,1920,2,0,547,256000
60,63,9084,7,5,0,0,935,935,677,0,0,2,1,3,8,1,1998,2,0,28,176500
20,85,10000,8,5,410,0,1588,1588,0,0,0,2,0,3,7,1,2006,3,144,45,227000
80,55,10780,5,5,0,483,428,911,0,0,0,1,0,3,6,0,1976,2,0,0,132500
20,67,8877,4,6,0,690,126,816,0,1,0,1,0,2,3,1,1958,1,0,0,100000
50,60,7200,5,6,0,0,803,803,557,0,0,1,1,2,6,0,1951,1,0,65,125500
160,24,2368,5,6,312,765,0,765,600,0,0,1,1,3,7,0,1970,2,0,36,125000
20,80,9650,6,5,360,686,664,1350,0,0,1,2,0,2,6,1,1977,2,0,16,167900
90,87,9246,5,5,564,0,1656,1656,0,0,0,2,0,4,8,0,1973,2,0,211,135000
30,153,4118,4,4,0,0,693,693,0,0,0,1,0,2,4,0,1948.6,0,0,20,52500
60,95,13450,7,5,0,700,216,916,941,1,0,2,1,3,8,0,2002,2,146,91,200000
20,120,9560,5,7,0,360,504,864,0,0,0,1,0,3,5,0,1972,1,0,0,128500
20,70,8294,4,5,0,0,858,858,0,0,0,1,0,3,5,0,1974,4,0,0,123000
20,66,13695,6,5,0,814,300,1114,0,1,0,1,0,3,6,0,2004,2,0,78,155000
60,73.8,9375,8,5,149,0,1284,1284,885,0,0,2,1,3,7,1,2002,2,192,87,228500
50,57,7558,6,6,0,0,896,896,741,0,0,1,1,3,9,1,1929,2,0,0,177000
60,85,11103,7,5,0,0,728,728,728,0,0,2,1,3,8,1,2006,2,0,0,155835
30,50,6000,4,4,0,250,710,960,0,0,0,1,0,2,5,0,1997,1,0,0,108500
20,106.222222222222,20781,7,7,0,297,1203,1568,0,0,0,2,0,3,9,1,1968,2,0,80,262500
20,93,15306,8,5,100,80,1652,1732,0,1,0,2,0,3,7,1,2006,3,0,0,283463
20,68.5714285714286,16196,7,5,0,1443,39,1482,0,1,0,2,0,3,5,1,1998,2,402,25,215000
70,50,5250,8,5,0,259,425,684,1215,0,0,2,0,4,8,0,1965.5,0,0,54,122000
90,91,11643,5,5,368,500,748,1248,1296,1,1,2,2,6,12,0,1969,4,0,0,200000
60,70,9247,6,6,318,319,539,858,858,0,0,1,1,4,8,1,1962,2,0,84,171000
50,50,6000,6,9,0,0,698,698,390,0,0,1,0,2,4,0,1999,2,210,0,134900
50,56,14720,8,5,579,816,1217,2033,1185,1,0,2,1,4,9,1,1996,3,283,86,410000
60,71.125,10316,7,5,0,735,257,992,873,1,0,2,1,3,7,1,2000,3,0,184,235000
80,102,10192,7,6,143,0,570,570,698,0,0,3,0,4,8,1,1968,2,0,98,170000
20,71.5,9477,5,5,65,340,524,864,0,0,0,1,0,3,5,0,1966,1,0,0,110000
20,82.875,12537,5,6,0,734,344,1078,0,1,0,1,1,3,6,1,1971,2,0,0,149900
160,36.875,2117,6,5,216,378,378,756,804,0,0,2,1,3,5,0,2000,2,0,32,177500
20,129,16737,9,5,66,1447,533,1980,0,1,0,2,0,3,8,1,2004,3,194,45,315000
70,51,9842,5,6,0,0,612,612,1611,0,0,3,1,4,8,0,1998,2,183,0,189000
20,124,16158,7,5,16,1274,256,1530,0,1,0,2,0,3,7,1,2005,2,168,36,260000
50,60.9,12513,4,4,0,0,715,715,457,0,0,2,0,4,7,1,1920,1,55,0,104900
60,73,8499,6,5,0,0,616,616,796,0,0,2,1,3,6,1,2007,2,0,36,156932
160,30,3180,7,5,0,0,600,600,600,0,0,2,1,2,4,0,2005,2,0,166,144152
60,74.375,7500,7,5,0,533,281,814,860,1,0,2,1,3,7,0,2000,2,0,96,216000
60,68,9179,7,5,158,633,240,873,908,1,0,2,1,3,7,0,1999,2,0,88,193000
160,41,2665,5,6,0,548,36,757,550,0,0,2,0,4,6,1,1977,1,104,26,127000
120,49.5,4435,6,5,170,685,163,848,0,1,0,1,0,1,4,0,2003,2,140,0,144000
20,48,10635,8,5,171,370,315,1657,0,1,0,2,0,3,8,1,2003,2,0,262,232000
50,90,5400,4,6,0,315,420,840,534,0,0,1,0,2,6,0,1967,1,0,0,105000
80,80,9600,6,6,0,831,161,992,0,1,0,1,0,3,8,1,1955,1,0,28,165500
60,75,9750,7,6,0,975,133,1108,989,1,0,2,1,3,8,1,1998,2,253,170,274300
20,84.4444444444444,11400,10,5,705,1282,1351,2633,0,1,0,2,1,2,8,2,2001,3,314,140,466500
60,85,10625,7,5,0,0,1026,1026,932,0,0,2,1,3,9,1,2005,3,154,210,250000
20,89,10991,8,5,80,0,1571,1571,0,0,0,2,0,3,7,1,2007,3,100,36,239000
30,52,6292,6,5,0,384,384,768,0,0,0,1,0,2,4,0,1925,1,0,141,91000
50,60,10998,5,5,0,408,156,984,620,0,0,2,0,3,6,0,1977,2,0,68,117000
160,21,1953,6,5,408,309,174,483,504,0,0,1,1,2,5,0,1973,1,72,0,83000
80,73,9735,5,5,0,0,384,384,640,0,0,2,1,3,7,0,2007,2,100,0,167500
30,45,8212,3,3,0,203,661,864,0,1,0,1,0,2,5,0,1938,1,0,0,58500
20,88.375,12925,6,7,0,865,340,1205,0,0,0,2,1,4,7,2,1970,2,0,42,237500
70,60,7200,7,7,0,0,596,596,764,1,0,1,1,4,8,0,1989,2,36,0,157000
30,83.125,25339,5,7,0,0,816,816,0,0,0,2,0,3,7,0,2007,2,0,0,112000
50,60,9060,6,5,0,204,356,560,560,0,0,1,0,2,6,0,1939,1,0,0,105000
50,40,5436,4,8,0,735,61,796,358,1,0,1,0,3,7,0,1922,1,0,96,125500
60,80,16692,7,5,184,790,133,1392,1392,1,0,3,1,5,12,2,1978,2,0,112,250000
50,60,8520,6,7,0,168,0,714,862,0,0,2,0,5,10,1,1916,1,88,15,136000
20,42,14892,9,5,160,1320,426,1746,0,1,0,2,0,3,7,2,2006,3,201,39,377500
50,60,6000,6,6,0,375,360,735,349,0,1,1,0,3,6,1,2003,2,0,0,131000
20,70,9100,7,5,244,1400,125,1525,0,1,0,2,0,3,6,0,2000,2,219,36,235000
90,65,8944,5,5,0,0,1584,1584,0,0,0,2,0,4,8,0,1967,3,0,152,124000
85,68,7838,5,5,0,769,95,864,0,1,0,1,0,3,6,1,1967,1,175,144,123000
190,60,10800,6,7,0,0,482,482,691,0,0,2,0,3,7,1,2003,2,0,25,163000
120,53,4045,7,5,45,1070,286,1356,0,1,0,2,0,2,6,1,2006,3,161,20,246578
60,88,12665,8,5,245,0,1094,1094,1349,0,0,2,1,4,9,1,2005,3,144,39,281213
20,126.333333333333,57200,5,5,0,353,60,747,0,1,0,1,0,3,7,2,1966,2,0,0,160000
70,51,6120,5,8,0,0,939,939,574,0,0,1,1,4,8,0,1933,1,24,0,137500
50,60,7200,5,4,0,180,676,1208,768,1,0,1,1,3,7,0,1950,1,0,0,138000
50,51,6171,6,6,0,264,712,976,448,0,0,2,1,3,7,1,1925,1,147,16,137450
50,50,6000,6,7,0,0,862,862,208,0,0,1,0,3,5,1,1929,1,0,0,120000
60,62,7415,6,5,0,759,80,839,729,1,0,2,1,3,8,1,2004,2,100,75,193000
20,64,6762,7,5,0,0,1286,1286,0,0,0,2,0,2,6,1,2006,2,168,55,193879
20,49,15256,8,5,84,929,556,1485,0,1,0,2,0,3,6,0,2007,3,168,160,282922
50,60,10410,3,4,0,0,672,672,520,0,0,1,0,3,6,0,1998,3,216,0,105000
120,44,3842,8,5,174,1373,221,1594,0,1,1,2,0,2,5,1,2004,2,128,53,275000
85,70,8445,5,7,0,656,112,768,0,1,0,1,0,2,5,0,1988,2,58,0,133000
20,67.875,8780,5,5,0,625,208,833,0,1,0,1,0,3,5,0,1961,0,0,0,112000
70,60,7740,4,7,0,0,622,622,622,0,0,1,0,3,6,0,1966,2,0,0,125500
60,46,20544,7,6,123,0,791,791,857,0,0,2,1,3,7,1,1986,2,364,63,215000
60,79,12420,7,5,0,666,278,944,896,1,0,2,1,3,6,0,2001,2,0,45,230000
50,80,9600,6,8,0,120,736,856,556,0,0,1,1,3,6,0,1950,1,0,0,140000
90,60,7200,4,5,0,0,0,0,0,0,0,2,0,2,6,0,1956,2,0,0,90000
20,88,10994,8,5,366,976,868,1844,0,1,0,2,0,2,7,1,2005,2,165,44,257000
50,64,13053,6,7,0,0,833,833,795,0,0,1,1,4,8,1,1922,2,0,0,207000
120,51,3635,7,5,130,988,398,1386,0,0,1,2,0,1,7,1,2007,3,143,20,175900
